label,cluster_no
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
kidneybeans,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,0
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,2
pigeonpeas,0
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,2
pigeonpeas,1
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,2
pigeonpeas,6
pigeonpeas,6
pigeonpeas,0
pigeonpeas,0
pigeonpeas,6
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,6
pigeonpeas,7
pigeonpeas,6
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,6
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,6
mothbeans,6
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,0
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,6
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,0
lentil,0
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
banana,4
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,2
mango,2
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,2
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
mango,6
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
grapes,3
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
watermelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
muskmelon,4
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
apple,3
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,2
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,5
orange,2
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,5
orange,7
orange,7
orange,7
orange,7
orange,7
orange,5
orange,2
orange,7
orange,7
orange,5
orange,5
orange,5
orange,7
orange,7
orange,7
orange,7
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,1
papaya,1
papaya,5
papaya,5
papaya,2
papaya,1
papaya,2
papaya,5
papaya,5
papaya,5
papaya,5
papaya,1
papaya,5
papaya,2
papaya,5
papaya,5
papaya,1
papaya,5
papaya,1
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,2
papaya,5
papaya,2
papaya,7
papaya,5
papaya,5
papaya,5
papaya,5
papaya,1
papaya,1
papaya,1
papaya,5
papaya,5
papaya,5
papaya,5
papaya,2
papaya,5
papaya,5
papaya,2
papaya,5
papaya,1
papaya,5
papaya,7
papaya,5
papaya,4
papaya,2
papaya,4
papaya,5
papaya,1
papaya,7
papaya,5
papaya,1
papaya,4
papaya,4
papaya,2
papaya,5
papaya,2
papaya,4
papaya,5
papaya,4
papaya,5
papaya,1
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,5
papaya,4
papaya,5
papaya,2
papaya,1
papaya,1
papaya,5
papaya,5
papaya,5
papaya,5
papaya,2
papaya,4
papaya,7
papaya,5
papaya,5
papaya,1
papaya,2
papaya,5
papaya,5
papaya,5
papaya,5
papaya,1
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
cotton,4
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
jute,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,4
coffee,4
coffee,4
coffee,1
coffee,4
coffee,1
coffee,4
coffee,4
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,4
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
coffee,1
coffee,1
coffee,1
coffee,4
coffee,1
